run,bn,heuristic,time,,Column Labels,,,,,
233,hepar2,MW,3.00E-05,,,,,,,
233,hepar2,MF,3.90E-05,,,,,,,
233,hepar2,WMF,4.10E-05,,,,,,,
233,hepar2,PE,4.50E-05,,,,,,,
234,hepar2,MN,0.002217,,,,,,,
234,hepar2,MW,3.00E-05,,,,,,,
234,hepar2,MF,3.30E-05,,,,,,,
234,hepar2,WMF,3.00E-05,,,,,,,
234,hepar2,PE,3.60E-05,,,,,,,
235,hepar2,MN,0.002321,,,,,,,
235,hepar2,MW,2.20E-05,,,,,,,
235,hepar2,MF,2.20E-05,,,,,,,
235,hepar2,WMF,3.40E-05,,,,,,,
235,hepar2,PE,3.60E-05,,,,,,,
236,hepar2,MN,0.00235,,,,,,,
236,hepar2,MW,2.30E-05,,,,,,,
236,hepar2,MF,3.00E-05,,,,,,,
236,hepar2,WMF,2.80E-05,,,,,,,
236,hepar2,PE,4.40E-05,,,,,,,
237,hepar2,MN,0.002344,,,,,,,
237,hepar2,MW,3.20E-05,,,,,,,
237,hepar2,MF,2.10E-05,,,,,,,
237,hepar2,WMF,2.20E-05,,,,,,,
237,hepar2,PE,4.30E-05,,,,,,,
238,hepar2,MN,0.00237,,,,,,,
238,hepar2,MW,4.40E-05,,,,,,,
238,hepar2,MF,4.50E-05,,,,,,,
238,hepar2,WMF,4.00E-05,,,,,,,
238,hepar2,PE,5.00E-05,,,,,,,
239,hepar2,MN,0.002289,,,,,,,
239,hepar2,MW,2.10E-05,,,,,,,
239,hepar2,MF,3.10E-05,,,,,,,
239,hepar2,WMF,2.90E-05,,,,,,,
239,hepar2,PE,4.80E-05,,,,,,,
240,hepar2,MN,0.002282,,,,,,,
240,hepar2,MW,3.40E-05,,,,,,,
240,hepar2,MF,2.80E-05,,,,,,,
240,hepar2,WMF,2.00E-05,,,,,,,
240,hepar2,PE,4.60E-05,,,,,,,
241,hepar2,MN,0.002388,,,,,,,
241,hepar2,MW,3.40E-05,,,,,,,
241,hepar2,MF,3.20E-05,,,,,,,
241,hepar2,WMF,4.10E-05,,,,,,,
241,hepar2,PE,4.50E-05,,,,,,,
242,hepar2,MN,0.002382,,,,,,,
242,hepar2,MW,3.00E-05,,,,,,,
242,hepar2,MF,2.00E-05,,,,,,,
242,hepar2,WMF,4.40E-05,,,,,,,
242,hepar2,PE,4.70E-05,,,,,,,
243,hepar2,MN,0.002354,,,,,,,
243,hepar2,MW,3.10E-05,,,,,,,
243,hepar2,MF,3.10E-05,,,,,,,
243,hepar2,WMF,3.10E-05,,,,,,,
243,hepar2,PE,4.30E-05,,,,,,,
244,hepar2,MN,0.002418,,,,,,,
244,hepar2,MW,3.40E-05,,,,,,,
244,hepar2,MF,2.50E-05,,,,,,,
244,hepar2,WMF,2.60E-05,,,,,,,
244,hepar2,PE,3.90E-05,,,,,,,
245,hepar2,MN,0.002292,,,,,,,
245,hepar2,MW,3.60E-05,,,,,,,
245,hepar2,MF,3.60E-05,,,,,,,
245,hepar2,WMF,3.40E-05,,,,,,,
245,hepar2,PE,3.90E-05,,,,,,,
246,hepar2,MN,0.003067,,,,,,,
246,hepar2,MW,2.10E-05,,,,,,,
246,hepar2,MF,3.60E-05,,,,,,,
246,hepar2,WMF,3.70E-05,,,,,,,
246,hepar2,PE,3.70E-05,,,,,,,
247,hepar2,MN,0.002462,,,,,,,
247,hepar2,MW,2.70E-05,,,,,,,
247,hepar2,MF,2.30E-05,,,,,,,
247,hepar2,WMF,2.80E-05,,,,,,,
247,hepar2,PE,4.60E-05,,,,,,,
248,hepar2,MN,0.00235,,,,,,,
248,hepar2,MW,3.70E-05,,,,,,,
248,hepar2,MF,3.70E-05,,,,,,,
248,hepar2,WMF,3.80E-05,,,,,,,
248,hepar2,PE,4.70E-05,,,,,,,
249,hepar2,MN,0.002361,,,,,,,
249,hepar2,MW,2.80E-05,,,,,,,
249,hepar2,MF,3.10E-05,,,,,,,
249,hepar2,WMF,3.00E-05,,,,,,,
249,hepar2,PE,4.80E-05,,,,,,,
250,hepar2,MN,0.002358,,,,,,,
250,hepar2,MW,2.40E-05,,,,,,,
250,hepar2,MF,2.80E-05,,,,,,,
250,hepar2,WMF,4.10E-05,,,,,,,
250,hepar2,PE,4.80E-05,,,,,,,
251,hepar2,MN,0.002345,,,,,,,
251,hepar2,MW,2.80E-05,,,,,,,
251,hepar2,MF,2.30E-05,,,,,,,
251,hepar2,WMF,2.90E-05,,,,,,,
251,hepar2,PE,3.80E-05,,,,,,,
252,hepar2,MN,0.00226,,,,,,,
252,hepar2,MW,2.90E-05,,,,,,,
252,hepar2,MF,2.20E-05,,,,,,,
252,hepar2,WMF,2.90E-05,,,,,,,
252,hepar2,PE,4.70E-05,,,,,,,
253,hepar2,MN,0.002376,,,,,,,
253,hepar2,MW,3.10E-05,,,,,,,
253,hepar2,MF,2.10E-05,,,,,,,
253,hepar2,WMF,3.30E-05,,,,,,,
253,hepar2,PE,4.60E-05,,,,,,,
254,hepar2,MN,0.002232,,,,,,,
254,hepar2,MW,3.00E-05,,,,,,,
254,hepar2,MF,2.20E-05,,,,,,,
254,hepar2,WMF,3.00E-05,,,,,,,
254,hepar2,PE,4.10E-05,,,,,,,
255,hepar2,MN,0.00231,,,,,,,
255,hepar2,MW,2.40E-05,,,,,,,
255,hepar2,MF,3.70E-05,,,,,,,
255,hepar2,WMF,2.40E-05,,,,,,,
255,hepar2,PE,3.90E-05,,,,,,,
256,hepar2,MN,0.002326,,,,,,,
256,hepar2,MW,3.00E-05,,,,,,,
256,hepar2,MF,2.40E-05,,,,,,,
256,hepar2,WMF,2.90E-05,,,,,,,
256,hepar2,PE,4.70E-05,,,,,,,
257,hepar2,MN,0.002537,,,,,,,
257,hepar2,MW,2.30E-05,,,,,,,
257,hepar2,MF,2.20E-05,,,,,,,
257,hepar2,WMF,2.20E-05,,,,,,,
257,hepar2,PE,5.60E-05,,,,,,,
258,hepar2,MN,0.002632,,,,,,,
258,hepar2,MW,3.20E-05,,,,,,,
258,hepar2,MF,2.60E-05,,,,,,,
258,hepar2,WMF,3.00E-05,,,,,,,
258,hepar2,PE,3.50E-05,,,,,,,
259,hepar2,MN,0.002618,,,,,,,
259,hepar2,MW,5.40E-05,,,,,,,
259,hepar2,MF,4.20E-05,,,,,,,
259,hepar2,WMF,2.60E-05,,,,,,,
259,hepar2,PE,4.90E-05,,,,,,,
260,hepar2,MN,0.002369,,,,,,,
260,hepar2,MW,3.00E-05,,,,,,,
260,hepar2,MF,7.00E-05,,,,,,,
260,hepar2,WMF,3.00E-05,,,,,,,
260,hepar2,PE,4.90E-05,,,,,,,
261,hepar2,MN,0.003054,,,,,,,
261,hepar2,MW,2.10E-05,,,,,,,
261,hepar2,MF,3.00E-05,,,,,,,
261,hepar2,WMF,2.30E-05,,,,,,,
261,hepar2,PE,3.80E-05,,,,,,,
262,hepar2,MN,0.002343,,,,,,,
262,hepar2,MW,2.10E-05,,,,,,,
262,hepar2,MF,2.90E-05,,,,,,,
262,hepar2,WMF,3.20E-05,,,,,,,
262,hepar2,PE,6.50E-05,,,,,,,
263,hepar2,MN,0.002393,,,,,,,
263,hepar2,MW,2.40E-05,,,,,,,
263,hepar2,MF,2.90E-05,,,,,,,
263,hepar2,WMF,3.20E-05,,,,,,,
263,hepar2,PE,3.60E-05,,,,,,,
264,hepar2,MN,0.002336,,,,,,,
264,hepar2,MW,2.00E-05,,,,,,,
264,hepar2,MF,3.00E-05,,,,,,,
264,hepar2,WMF,2.10E-05,,,,,,,
264,hepar2,PE,5.60E-05,,,,,,,
265,hepar2,MN,0.002377,,,,,,,
265,hepar2,MW,2.70E-05,,,,,,,
265,hepar2,MF,3.00E-05,,,,,,,
265,hepar2,WMF,3.00E-05,,,,,,,
265,hepar2,PE,6.50E-05,,,,,,,
266,hepar2,MN,0.002336,,,,,,,
266,hepar2,MW,3.00E-05,,,,,,,
266,hepar2,MF,2.90E-05,,,,,,,
266,hepar2,WMF,3.00E-05,,,,,,,
266,hepar2,PE,4.90E-05,,,,,,,
267,hepar2,MN,0.002447,,,,,,,
267,hepar2,MW,3.10E-05,,,,,,,
267,hepar2,MF,2.60E-05,,,,,,,
267,hepar2,WMF,2.90E-05,,,,,,,
267,hepar2,PE,3.90E-05,,,,,,,
268,hepar2,MN,0.003118,,,,,,,
268,hepar2,MW,5.20E-05,,,,,,,
268,hepar2,MF,3.30E-05,,,,,,,
268,hepar2,WMF,3.20E-05,,,,,,,
268,hepar2,PE,3.90E-05,,,,,,,
269,hepar2,MN,0.002452,,,,,,,
269,hepar2,MW,3.30E-05,,,,,,,
269,hepar2,MF,3.20E-05,,,,,,,
269,hepar2,WMF,4.50E-05,,,,,,,
269,hepar2,PE,3.80E-05,,,,,,,
270,hepar2,MN,0.002319,,,,,,,
270,hepar2,MW,2.40E-05,,,,,,,
270,hepar2,MF,2.10E-05,,,,,,,
270,hepar2,WMF,2.10E-05,,,,,,,
270,hepar2,PE,5.10E-05,,,,,,,
271,hepar2,MN,0.002616,,,,,,,
271,hepar2,MW,3.40E-05,,,,,,,
271,hepar2,MF,2.10E-05,,,,,,,
271,hepar2,WMF,2.20E-05,,,,,,,
271,hepar2,PE,3.90E-05,,,,,,,
272,hepar2,MN,0.002293,,,,,,,
272,hepar2,MW,2.60E-05,,,,,,,
272,hepar2,MF,2.40E-05,,,,,,,
272,hepar2,WMF,3.10E-05,,,,,,,
272,hepar2,PE,4.70E-05,,,,,,,
273,hepar2,MN,0.002486,,,,,,,
273,hepar2,MW,2.90E-05,,,,,,,
273,hepar2,MF,3.70E-05,,,,,,,
273,hepar2,WMF,3.00E-05,,,,,,,
273,hepar2,PE,4.00E-05,,,,,,,
274,hepar2,MN,0.002667,,,,,,,
274,hepar2,MW,3.40E-05,,,,,,,
274,hepar2,MF,2.90E-05,,,,,,,
274,hepar2,WMF,2.80E-05,,,,,,,
274,hepar2,PE,4.00E-05,,,,,,,
275,hepar2,MN,0.002325,,,,,,,
275,hepar2,MW,4.50E-05,,,,,,,
275,hepar2,MF,2.30E-05,,,,,,,
275,hepar2,WMF,3.10E-05,,,,,,,
275,hepar2,PE,4.80E-05,,,,,,,
276,hepar2,MN,0.002321,,,,,,,
276,hepar2,MW,4.10E-05,,,,,,,
276,hepar2,MF,4.20E-05,,,,,,,
276,hepar2,WMF,3.50E-05,,,,,,,
276,hepar2,PE,3.60E-05,,,,,,,
277,hepar2,MN,0.002425,,,,,,,
277,hepar2,MW,2.10E-05,,,,,,,
277,hepar2,MF,2.20E-05,,,,,,,
277,hepar2,WMF,4.20E-05,,,,,,,
277,hepar2,PE,3.60E-05,,,,,,,
278,hepar2,MN,0.00229,,,,,,,
278,hepar2,MW,3.00E-05,,,,,,,
278,hepar2,MF,3.20E-05,,,,,,,
278,hepar2,WMF,2.10E-05,,,,,,,
278,hepar2,PE,4.20E-05,,,,,,,
279,hepar2,MN,0.002656,,,,,,,
279,hepar2,MW,3.70E-05,,,,,,,
279,hepar2,MF,4.60E-05,,,,,,,
279,hepar2,WMF,3.40E-05,,,,,,,
279,hepar2,PE,9.00E-05,,,,,,,
280,hepar2,MN,0.002341,,,,,,,
280,hepar2,MW,3.00E-05,,,,,,,
280,hepar2,MF,2.90E-05,,,,,,,
280,hepar2,WMF,3.40E-05,,,,,,,
280,hepar2,PE,4.40E-05,,,,,,,
281,hepar2,MN,0.002329,,,,,,,
281,hepar2,MW,2.10E-05,,,,,,,
281,hepar2,MF,2.20E-05,,,,,,,
281,hepar2,WMF,2.40E-05,,,,,,,
281,hepar2,PE,4.60E-05,,,,,,,
282,hepar2,MN,0.002271,,,,,,,
282,hepar2,MW,2.40E-05,,,,,,,
282,hepar2,MF,2.10E-05,,,,,,,
282,hepar2,WMF,2.10E-05,,,,,,,
282,hepar2,PE,4.40E-05,,,,,,,
283,hepar2,MN,0.002398,,,,,,,
283,hepar2,MW,3.00E-05,,,,,,,
283,hepar2,MF,2.40E-05,,,,,,,
283,hepar2,WMF,3.10E-05,,,,,,,
283,hepar2,PE,3.70E-05,,,,,,,
284,hepar2,MN,0.002432,,,,,,,
284,hepar2,MW,2.60E-05,,,,,,,
284,hepar2,MF,3.00E-05,,,,,,,
284,hepar2,WMF,2.00E-05,,,,,,,
284,hepar2,PE,3.90E-05,,,,,,,
285,hepar2,MN,0.00236,,,,,,,
285,hepar2,MW,3.00E-05,,,,,,,
285,hepar2,MF,3.40E-05,,,,,,,
285,hepar2,WMF,2.30E-05,,,,,,,
285,hepar2,PE,4.90E-05,,,,,,,
286,hepar2,MN,0.002283,,,,,,,
286,hepar2,MW,2.30E-05,,,,,,,
286,hepar2,MF,3.00E-05,,,,,,,
286,hepar2,WMF,2.10E-05,,,,,,,
286,hepar2,PE,6.40E-05,,,,,,,
287,hepar2,MN,0.002536,,,,,,,
287,hepar2,MW,5.60E-05,,,,,,,
287,hepar2,MF,3.90E-05,,,,,,,
287,hepar2,WMF,3.20E-05,,,,,,,
287,hepar2,PE,3.80E-05,,,,,,,
288,hepar2,MN,0.003051,,,,,,,
288,hepar2,MW,3.60E-05,,,,,,,
288,hepar2,MF,3.20E-05,,,,,,,
288,hepar2,WMF,3.40E-05,,,,,,,
288,hepar2,PE,3.90E-05,,,,,,,
289,hepar2,MN,0.002393,,,,,,,
289,hepar2,MW,4.80E-05,,,,,,,
289,hepar2,MF,2.50E-05,,,,,,,
289,hepar2,WMF,3.10E-05,,,,,,,
289,hepar2,PE,4.80E-05,,,,,,,
290,hepar2,MN,0.002356,,,,,,,
290,hepar2,MW,3.00E-05,,,,,,,
290,hepar2,MF,2.90E-05,,,,,,,
290,hepar2,WMF,2.10E-05,,,,,,,
290,hepar2,PE,4.80E-05,,,,,,,
291,hepar2,MN,0.002351,,,,,,,
291,hepar2,MW,2.90E-05,,,,,,,
291,hepar2,MF,3.00E-05,,,,,,,
291,hepar2,WMF,3.00E-05,,,,,,,
291,hepar2,PE,4.80E-05,,,,,,,
292,hepar2,MN,0.002296,,,,,,,
292,hepar2,MW,3.00E-05,,,,,,,
292,hepar2,MF,3.10E-05,,,,,,,
292,hepar2,WMF,2.90E-05,,,,,,,
292,hepar2,PE,4.60E-05,,,,,,,
293,hepar2,MN,0.002337,,,,,,,
293,hepar2,MW,3.80E-05,,,,,,,
293,hepar2,MF,2.90E-05,,,,,,,
293,hepar2,WMF,2.90E-05,,,,,,,
293,hepar2,PE,4.20E-05,,,,,,,
294,hepar2,MN,0.002325,,,,,,,
294,hepar2,MW,3.50E-05,,,,,,,
294,hepar2,MF,2.80E-05,,,,,,,
294,hepar2,WMF,2.80E-05,,,,,,,
294,hepar2,PE,3.90E-05,,,,,,,
295,hepar2,MN,0.002688,,,,,,,
295,hepar2,MW,3.00E-05,,,,,,,
295,hepar2,MF,2.80E-05,,,,,,,
295,hepar2,WMF,3.20E-05,,,,,,,
295,hepar2,PE,3.60E-05,,,,,,,
296,hepar2,MN,0.0023,,,,,,,
296,hepar2,MW,2.70E-05,,,,,,,
296,hepar2,MF,2.40E-05,,,,,,,
296,hepar2,WMF,2.40E-05,,,,,,,
296,hepar2,PE,4.00E-05,,,,,,,
297,hepar2,MN,0.002415,,,,,,,
297,hepar2,MW,3.10E-05,,,,,,,
297,hepar2,MF,2.10E-05,,,,,,,
297,hepar2,WMF,2.10E-05,,,,,,,
297,hepar2,PE,4.20E-05,,,,,,,
298,hepar2,MN,0.002451,,,,,,,
298,hepar2,MW,2.90E-05,,,,,,,
298,hepar2,MF,2.10E-05,,,,,,,
298,hepar2,WMF,2.30E-05,,,,,,,
298,hepar2,PE,3.60E-05,,,,,,,
299,hepar2,MN,0.002297,,,,,,,
299,hepar2,MW,2.30E-05,,,,,,,
299,hepar2,MF,2.80E-05,,,,,,,
299,hepar2,WMF,1.90E-05,,,,,,,
299,hepar2,PE,3.80E-05,,,,,,,
300,hepar2,MN,0.002319,,,,,,,
300,hepar2,MW,2.50E-05,,,,,,,
300,hepar2,MF,2.90E-05,,,,,,,
300,hepar2,WMF,2.20E-05,,,,,,,
300,hepar2,PE,3.80E-05,,,,,,,
301,hepar2,MN,0.002407,,,,,,,
301,hepar2,MW,2.50E-05,,,,,,,
301,hepar2,MF,2.50E-05,,,,,,,
301,hepar2,WMF,3.40E-05,,,,,,,
301,hepar2,PE,5.90E-05,,,,,,,
302,hepar2,MN,0.003276,,,,,,,
302,hepar2,MW,4.10E-05,,,,,,,
302,hepar2,MF,7.50E-05,,,,,,,
302,hepar2,WMF,7.00E-05,,,,,,,
302,hepar2,PE,9.10E-05,,,,,,,
303,hepar2,MN,0.002339,,,,,,,
303,hepar2,MW,7.40E-05,,,,,,,
303,hepar2,MF,4.10E-05,,,,,,,
303,hepar2,WMF,5.70E-05,,,,,,,
303,hepar2,PE,9.40E-05,,,,,,,
304,hepar2,MN,0.002353,,,,,,,
304,hepar2,MW,7.10E-05,,,,,,,
304,hepar2,MF,6.10E-05,,,,,,,
304,hepar2,WMF,0.000106,,,,,,,
304,hepar2,PE,7.20E-05,,,,,,,
305,hepar2,MN,0.002785,,,,,,,
305,hepar2,MW,7.40E-05,,,,,,,
305,hepar2,MF,3.40E-05,,,,,,,
305,hepar2,WMF,6.10E-05,,,,,,,
305,hepar2,PE,7.10E-05,,,,,,,
306,hepar2,MN,0.002285,,,,,,,
306,hepar2,MW,4.50E-05,,,,,,,
306,hepar2,MF,4.40E-05,,,,,,,
306,hepar2,WMF,2.90E-05,,,,,,,
306,hepar2,PE,4.60E-05,,,,,,,
307,hepar2,MN,0.002257,,,,,,,
307,hepar2,MW,2.50E-05,,,,,,,
307,hepar2,MF,5.20E-05,,,,,,,
307,hepar2,WMF,4.70E-05,,,,,,,
307,hepar2,PE,6.20E-05,,,,,,,
308,hepar2,MN,0.002356,,,,,,,
308,hepar2,MW,2.80E-05,,,,,,,
308,hepar2,MF,4.20E-05,,,,,,,
308,hepar2,WMF,3.50E-05,,,,,,,
308,hepar2,PE,4.70E-05,,,,,,,
309,hepar2,MN,0.002409,,,,,,,
309,hepar2,MW,2.20E-05,,,,,,,
309,hepar2,MF,2.90E-05,,,,,,,
309,hepar2,WMF,5.50E-05,,,,,,,
309,hepar2,PE,3.90E-05,,,,,,,
310,hepar2,MN,0.002301,,,,,,,
310,hepar2,MW,2.90E-05,,,,,,,
310,hepar2,MF,2.30E-05,,,,,,,
310,hepar2,WMF,3.00E-05,,,,,,,
310,hepar2,PE,0.000121,,,,,,,
311,hepar2,MN,0.002445,,,,,,,
311,hepar2,MW,3.10E-05,,,,,,,
311,hepar2,MF,2.90E-05,,,,,,,
311,hepar2,WMF,8.30E-05,,,,,,,
311,hepar2,PE,7.30E-05,,,,,,,
312,hepar2,MN,0.003471,,,,,,,
312,hepar2,MW,3.80E-05,,,,,,,
312,hepar2,MF,7.60E-05,,,,,,,
312,hepar2,WMF,4.60E-05,,,,,,,
312,hepar2,PE,4.20E-05,,,,,,,
313,hepar2,MN,0.002983,,,,,,,
313,hepar2,MW,4.50E-05,,,,,,,
313,hepar2,MF,6.90E-05,,,,,,,
313,hepar2,WMF,5.80E-05,,,,,,,
313,hepar2,PE,5.30E-05,,,,,,,
314,hepar2,MN,0.003112,,,,,,,
314,hepar2,MW,4.40E-05,,,,,,,
314,hepar2,MF,7.80E-05,,,,,,,
314,hepar2,WMF,4.90E-05,,,,,,,
314,hepar2,PE,4.80E-05,,,,,,,
315,hepar2,MN,0.002509,,,,,,,
315,hepar2,MW,3.20E-05,,,,,,,
315,hepar2,MF,3.10E-05,,,,,,,
315,hepar2,WMF,4.50E-05,,,,,,,
315,hepar2,PE,5.60E-05,,,,,,,
316,hepar2,MN,0.002272,,,,,,,
316,hepar2,MW,2.90E-05,,,,,,,
316,hepar2,MF,2.00E-05,,,,,,,
316,hepar2,WMF,2.90E-05,,,,,,,
316,hepar2,PE,4.40E-05,,,,,,,
317,hepar2,MN,0.002209,,,,,,,
317,hepar2,MW,2.10E-05,,,,,,,
317,hepar2,MF,2.80E-05,,,,,,,
317,hepar2,WMF,2.10E-05,,,,,,,
317,hepar2,PE,4.50E-05,,,,,,,
318,hepar2,MN,0.002261,,,,,,,
318,hepar2,MW,3.00E-05,,,,,,,
318,hepar2,MF,2.20E-05,,,,,,,
318,hepar2,WMF,3.00E-05,,,,,,,
318,hepar2,PE,4.50E-05,,,,,,,
319,hepar2,MN,0.002258,,,,,,,
319,hepar2,MW,2.20E-05,,,,,,,
319,hepar2,MF,3.40E-05,,,,,,,
319,hepar2,WMF,2.40E-05,,,,,,,
319,hepar2,PE,3.50E-05,,,,,,,
320,hepar2,MN,0.002259,,,,,,,
320,hepar2,MW,2.90E-05,,,,,,,
320,hepar2,MF,2.90E-05,,,,,,,
320,hepar2,WMF,2.90E-05,,,,,,,
320,hepar2,PE,3.90E-05,,,,,,,
321,hepar2,MN,0.002366,,,,,,,
321,hepar2,MW,3.00E-05,,,,,,,
321,hepar2,MF,2.90E-05,,,,,,,
321,hepar2,WMF,3.50E-05,,,,,,,
321,hepar2,PE,3.80E-05,,,,,,,
322,hepar2,MN,0.002354,,,,,,,
322,hepar2,MW,2.20E-05,,,,,,,
322,hepar2,MF,3.40E-05,,,,,,,
322,hepar2,WMF,2.40E-05,,,,,,,
322,hepar2,PE,3.80E-05,,,,,,,
323,hepar2,MN,0.002246,,,,,,,
323,hepar2,MW,2.20E-05,,,,,,,
323,hepar2,MF,2.20E-05,,,,,,,
323,hepar2,WMF,2.90E-05,,,,,,,
323,hepar2,PE,3.80E-05,,,,,,,
324,hepar2,MN,0.002498,,,,,,,
324,hepar2,MW,2.90E-05,,,,,,,
324,hepar2,MF,3.00E-05,,,,,,,
324,hepar2,WMF,3.00E-05,,,,,,,
324,hepar2,PE,3.80E-05,,,,,,,
325,hepar2,MN,0.002372,,,,,,,
325,hepar2,MW,3.00E-05,,,,,,,
325,hepar2,MF,3.70E-05,,,,,,,
325,hepar2,WMF,3.00E-05,,,,,,,
325,hepar2,PE,3.40E-05,,,,,,,
326,hepar2,MN,0.002345,,,,,,,
326,hepar2,MW,2.10E-05,,,,,,,
326,hepar2,MF,3.00E-05,,,,,,,
326,hepar2,WMF,3.20E-05,,,,,,,
326,hepar2,PE,4.30E-05,,,,,,,
327,hepar2,MN,0.003158,,,,,,,
327,hepar2,MW,2.50E-05,,,,,,,
327,hepar2,MF,2.90E-05,,,,,,,
327,hepar2,WMF,3.00E-05,,,,,,,
327,hepar2,PE,4.40E-05,,,,,,,
328,hepar2,MN,0.002416,,,,,,,
328,hepar2,MW,3.00E-05,,,,,,,
328,hepar2,MF,4.60E-05,,,,,,,
328,hepar2,WMF,3.10E-05,,,,,,,
328,hepar2,PE,4.40E-05,,,,,,,
329,hepar2,MN,0.002372,,,,,,,
329,hepar2,MW,2.30E-05,,,,,,,
329,hepar2,MF,3.00E-05,,,,,,,
329,hepar2,WMF,2.10E-05,,,,,,,
329,hepar2,PE,3.60E-05,,,,,,,
330,hepar2,MN,0.002238,,,,,,,
330,hepar2,MW,2.10E-05,,,,,,,
330,hepar2,MF,2.70E-05,,,,,,,
330,hepar2,WMF,2.30E-05,,,,,,,
330,hepar2,PE,4.70E-05,,,,,,,
331,hepar2,MN,0.002356,,,,,,,
331,hepar2,MW,2.20E-05,,,,,,,
331,hepar2,MF,2.40E-05,,,,,,,
331,hepar2,WMF,3.00E-05,,,,,,,
331,hepar2,PE,3.90E-05,,,,,,,
332,hepar2,MN,0.002317,,,,,,,
332,hepar2,MW,2.10E-05,,,,,,,
332,hepar2,MF,2.10E-05,,,,,,,
332,hepar2,WMF,2.80E-05,,,,,,,
332,hepar2,PE,4.50E-05,,,,,,,
333,hepar2,MN,0.002495,,,,,,,
333,hepar2,MW,3.00E-05,,,,,,,
333,hepar2,MF,3.00E-05,,,,,,,
333,hepar2,WMF,3.30E-05,,,,,,,
333,hepar2,PE,3.90E-05,,,,,,,
334,hepar2,MN,0.002284,,,,,,,
334,hepar2,MW,3.10E-05,,,,,,,
334,hepar2,MF,2.90E-05,,,,,,,
334,hepar2,WMF,2.10E-05,,,,,,,
334,hepar2,PE,4.80E-05,,,,,,,
335,hepar2,MN,0.0024,,,,,,,
335,hepar2,MW,4.10E-05,,,,,,,
335,hepar2,MF,2.40E-05,,,,,,,
335,hepar2,WMF,3.30E-05,,,,,,,
335,hepar2,PE,4.60E-05,,,,,,,
336,hepar2,MN,0.002371,,,,,,,
336,hepar2,MW,3.20E-05,,,,,,,
336,hepar2,MF,2.00E-05,,,,,,,
336,hepar2,WMF,2.00E-05,,,,,,,
336,hepar2,PE,3.50E-05,,,,,,,
337,hepar2,MN,0.002589,,,,,,,
337,hepar2,MW,2.30E-05,,,,,,,
337,hepar2,MF,2.00E-05,,,,,,,
337,hepar2,WMF,3.80E-05,,,,,,,
337,hepar2,PE,4.60E-05,,,,,,,
338,hepar2,MN,0.002242,,,,,,,
338,hepar2,MW,2.90E-05,,,,,,,
338,hepar2,MF,2.00E-05,,,,,,,
338,hepar2,WMF,2.10E-05,,,,,,,
338,hepar2,PE,3.70E-05,,,,,,,
339,hepar2,MN,0.002191,,,,,,,
339,hepar2,MW,2.40E-05,,,,,,,
339,hepar2,MF,3.00E-05,,,,,,,
339,hepar2,WMF,2.30E-05,,,,,,,
339,hepar2,PE,4.60E-05,,,,,,,
340,hepar2,MN,0.002433,,,,,,,
340,hepar2,MW,3.50E-05,,,,,,,
340,hepar2,MF,2.60E-05,,,,,,,
340,hepar2,WMF,2.70E-05,,,,,,,
340,hepar2,PE,4.90E-05,,,,,,,
341,hepar2,MN,0.002271,,,,,,,
341,hepar2,MW,3.00E-05,,,,,,,
341,hepar2,MF,2.10E-05,,,,,,,
341,hepar2,WMF,2.90E-05,,,,,,,
341,hepar2,PE,4.40E-05,,,,,,,
342,hepar2,MN,0.002397,,,,,,,
342,hepar2,MW,5.20E-05,,,,,,,
342,hepar2,MF,5.30E-05,,,,,,,
342,hepar2,WMF,3.70E-05,,,,,,,
342,hepar2,PE,4.60E-05,,,,,,,
343,hepar2,MN,0.002377,,,,,,,
343,hepar2,MW,3.60E-05,,,,,,,
343,hepar2,MF,3.40E-05,,,,,,,
343,hepar2,WMF,3.00E-05,,,,,,,
343,hepar2,PE,5.20E-05,,,,,,,
344,hepar2,MN,0.002435,,,,,,,
344,hepar2,MW,3.70E-05,,,,,,,
344,hepar2,MF,3.50E-05,,,,,,,
344,hepar2,WMF,7.00E-05,,,,,,,
344,hepar2,PE,4.50E-05,,,,,,,
345,hepar2,MN,0.002383,,,,,,,
345,hepar2,MW,3.10E-05,,,,,,,
345,hepar2,MF,2.10E-05,,,,,,,
345,hepar2,WMF,3.50E-05,,,,,,,
345,hepar2,PE,4.60E-05,,,,,,,
346,hepar2,MN,0.002321,,,,,,,
346,hepar2,MW,2.10E-05,,,,,,,
346,hepar2,MF,3.00E-05,,,,,,,
346,hepar2,WMF,3.20E-05,,,,,,,
346,hepar2,PE,4.70E-05,,,,,,,
347,hepar2,MN,0.002569,,,,,,,
347,hepar2,MW,2.70E-05,,,,,,,
347,hepar2,MF,2.90E-05,,,,,,,
347,hepar2,WMF,2.40E-05,,,,,,,
347,hepar2,PE,4.70E-05,,,,,,,
348,hepar2,MN,0.002267,,,,,,,
348,hepar2,MW,2.10E-05,,,,,,,
348,hepar2,MF,2.00E-05,,,,,,,
348,hepar2,WMF,2.90E-05,,,,,,,
348,hepar2,PE,4.50E-05,,,,,,,
349,hepar2,MN,0.002309,,,,,,,
349,hepar2,MW,2.30E-05,,,,,,,
349,hepar2,MF,2.90E-05,,,,,,,
349,hepar2,WMF,3.00E-05,,,,,,,
349,hepar2,PE,3.70E-05,,,,,,,
350,hepar2,MN,0.002294,,,,,,,
350,hepar2,MW,3.00E-05,,,,,,,
350,hepar2,MF,2.00E-05,,,,,,,
