run,bn,heuristic,time,,Column Labels,,,,,
468,hepar2,MN,0.002308,,,,,,,
468,hepar2,MW,2.70E-05,,,,,,,
468,hepar2,MF,3.20E-05,,,,,,,
468,hepar2,WMF,2.50E-05,,,,,,,
468,hepar2,PE,4.90E-05,,,,,,,
469,hepar2,MN,0.002341,,,,,,,
469,hepar2,MW,4.00E-05,,,,,,,
469,hepar2,MF,3.20E-05,,,,,,,
469,hepar2,WMF,3.10E-05,,,,,,,
469,hepar2,PE,4.10E-05,,,,,,,
470,hepar2,MN,0.002431,,,,,,,
470,hepar2,MW,2.30E-05,,,,,,,
470,hepar2,MF,2.90E-05,,,,,,,
470,hepar2,WMF,2.90E-05,,,,,,,
470,hepar2,PE,4.50E-05,,,,,,,
471,hepar2,MN,0.002354,,,,,,,
471,hepar2,MW,7.10E-05,,,,,,,
471,hepar2,MF,3.90E-05,,,,,,,
471,hepar2,WMF,3.70E-05,,,,,,,
471,hepar2,PE,3.80E-05,,,,,,,
472,hepar2,MN,0.002735,,,,,,,
472,hepar2,MW,2.30E-05,,,,,,,
472,hepar2,MF,2.00E-05,,,,,,,
472,hepar2,WMF,3.20E-05,,,,,,,
472,hepar2,PE,3.80E-05,,,,,,,
473,hepar2,MN,0.002303,,,,,,,
473,hepar2,MW,3.30E-05,,,,,,,
473,hepar2,MF,2.00E-05,,,,,,,
473,hepar2,WMF,3.70E-05,,,,,,,
473,hepar2,PE,4.00E-05,,,,,,,
474,hepar2,MN,0.002384,,,,,,,
474,hepar2,MW,3.20E-05,,,,,,,
474,hepar2,MF,5.20E-05,,,,,,,
474,hepar2,WMF,4.10E-05,,,,,,,
474,hepar2,PE,3.90E-05,,,,,,,
475,hepar2,MN,0.002705,,,,,,,
475,hepar2,MW,3.80E-05,,,,,,,
475,hepar2,MF,3.00E-05,,,,,,,
475,hepar2,WMF,3.70E-05,,,,,,,
475,hepar2,PE,4.70E-05,,,,,,,
476,hepar2,MN,0.002917,,,,,,,
476,hepar2,MW,2.20E-05,,,,,,,
476,hepar2,MF,2.50E-05,,,,,,,
476,hepar2,WMF,3.00E-05,,,,,,,
476,hepar2,PE,4.80E-05,,,,,,,
477,hepar2,MN,0.002345,,,,,,,
477,hepar2,MW,3.00E-05,,,,,,,
477,hepar2,MF,2.10E-05,,,,,,,
477,hepar2,WMF,2.20E-05,,,,,,,
477,hepar2,PE,5.40E-05,,,,,,,
478,hepar2,MN,0.002329,,,,,,,
478,hepar2,MW,3.10E-05,,,,,,,
478,hepar2,MF,3.10E-05,,,,,,,
478,hepar2,WMF,3.20E-05,,,,,,,
478,hepar2,PE,4.80E-05,,,,,,,
479,hepar2,MN,0.002376,,,,,,,
479,hepar2,MW,2.20E-05,,,,,,,
479,hepar2,MF,2.90E-05,,,,,,,
479,hepar2,WMF,3.50E-05,,,,,,,
479,hepar2,PE,4.80E-05,,,,,,,
480,hepar2,MN,0.002251,,,,,,,
480,hepar2,MW,3.30E-05,,,,,,,
480,hepar2,MF,2.80E-05,,,,,,,
480,hepar2,WMF,2.80E-05,,,,,,,
480,hepar2,PE,6.80E-05,,,,,,,
481,hepar2,MN,0.002821,,,,,,,
481,hepar2,MW,9.00E-05,,,,,,,
481,hepar2,MF,8.80E-05,,,,,,,
481,hepar2,WMF,6.70E-05,,,,,,,
481,hepar2,PE,7.80E-05,,,,,,,
482,hepar2,MN,0.002339,,,,,,,
482,hepar2,MW,2.30E-05,,,,,,,
482,hepar2,MF,3.60E-05,,,,,,,
482,hepar2,WMF,8.60E-05,,,,,,,
482,hepar2,PE,3.70E-05,,,,,,,
483,hepar2,MN,0.002414,,,,,,,
483,hepar2,MW,2.00E-05,,,,,,,
483,hepar2,MF,3.40E-05,,,,,,,
483,hepar2,WMF,2.70E-05,,,,,,,
483,hepar2,PE,3.80E-05,,,,,,,
484,hepar2,MN,0.002358,,,,,,,
484,hepar2,MW,3.40E-05,,,,,,,
484,hepar2,MF,2.30E-05,,,,,,,
484,hepar2,WMF,2.30E-05,,,,,,,
484,hepar2,PE,3.80E-05,,,,,,,
485,hepar2,MN,0.003219,,,,,,,
485,hepar2,MW,3.10E-05,,,,,,,
485,hepar2,MF,2.80E-05,,,,,,,
485,hepar2,WMF,3.70E-05,,,,,,,
485,hepar2,PE,4.60E-05,,,,,,,
486,hepar2,MN,0.003038,,,,,,,
486,hepar2,MW,6.00E-05,,,,,,,
486,hepar2,MF,3.00E-05,,,,,,,
486,hepar2,WMF,2.30E-05,,,,,,,
486,hepar2,PE,4.60E-05,,,,,,,
487,hepar2,MN,0.002463,,,,,,,
487,hepar2,MW,3.40E-05,,,,,,,
487,hepar2,MF,3.40E-05,,,,,,,
487,hepar2,WMF,2.70E-05,,,,,,,
487,hepar2,PE,4.20E-05,,,,,,,
488,hepar2,MN,0.002258,,,,,,,
488,hepar2,MW,3.00E-05,,,,,,,
488,hepar2,MF,2.20E-05,,,,,,,
488,hepar2,WMF,2.10E-05,,,,,,,
488,hepar2,PE,4.60E-05,,,,,,,
489,hepar2,MN,0.002321,,,,,,,
489,hepar2,MW,2.90E-05,,,,,,,
489,hepar2,MF,3.30E-05,,,,,,,
489,hepar2,WMF,3.10E-05,,,,,,,
489,hepar2,PE,5.50E-05,,,,,,,
490,hepar2,MN,0.002304,,,,,,,
490,hepar2,MW,3.30E-05,,,,,,,
490,hepar2,MF,2.60E-05,,,,,,,
490,hepar2,WMF,2.90E-05,,,,,,,
490,hepar2,PE,4.10E-05,,,,,,,
491,hepar2,MN,0.002358,,,,,,,
491,hepar2,MW,2.20E-05,,,,,,,
491,hepar2,MF,3.00E-05,,,,,,,
491,hepar2,WMF,3.70E-05,,,,,,,
491,hepar2,PE,6.00E-05,,,,,,,
492,hepar2,MN,0.002598,,,,,,,
492,hepar2,MW,2.90E-05,,,,,,,
492,hepar2,MF,6.80E-05,,,,,,,
492,hepar2,WMF,5.40E-05,,,,,,,
492,hepar2,PE,5.00E-05,,,,,,,
493,hepar2,MN,0.003144,,,,,,,
493,hepar2,MW,2.50E-05,,,,,,,
493,hepar2,MF,3.40E-05,,,,,,,
493,hepar2,WMF,4.80E-05,,,,,,,
493,hepar2,PE,5.40E-05,,,,,,,
494,hepar2,MN,0.003268,,,,,,,
494,hepar2,MW,2.80E-05,,,,,,,
494,hepar2,MF,3.00E-05,,,,,,,
494,hepar2,WMF,3.00E-05,,,,,,,
494,hepar2,PE,4.70E-05,,,,,,,
495,hepar2,MN,0.002398,,,,,,,
495,hepar2,MW,3.20E-05,,,,,,,
495,hepar2,MF,3.50E-05,,,,,,,
495,hepar2,WMF,4.70E-05,,,,,,,
495,hepar2,PE,3.90E-05,,,,,,,
496,hepar2,MN,0.002281,,,,,,,
496,hepar2,MW,3.30E-05,,,,,,,
496,hepar2,MF,5.50E-05,,,,,,,
496,hepar2,WMF,3.40E-05,,,,,,,
496,hepar2,PE,3.80E-05,,,,,,,
497,hepar2,MN,0.002299,,,,,,,
497,hepar2,MW,2.70E-05,,,,,,,
497,hepar2,MF,3.50E-05,,,,,,,
497,hepar2,WMF,2.60E-05,,,,,,,
497,hepar2,PE,3.90E-05,,,,,,,
498,hepar2,MN,0.002371,,,,,,,
498,hepar2,MW,4.00E-05,,,,,,,
498,hepar2,MF,3.80E-05,,,,,,,
498,hepar2,WMF,5.10E-05,,,,,,,
498,hepar2,PE,3.90E-05,,,,,,,
499,hepar2,MN,0.002308,,,,,,,
499,hepar2,MW,4.10E-05,,,,,,,
499,hepar2,MF,3.90E-05,,,,,,,
499,hepar2,WMF,5.20E-05,,,,,,,
499,hepar2,PE,5.00E-05,,,,,,,
500,hepar2,MN,0.003183,,,,,,,
500,hepar2,MW,3.10E-05,,,,,,,
500,hepar2,MF,2.90E-05,,,,,,,
500,hepar2,WMF,2.30E-05,,,,,,,
500,hepar2,PE,5.40E-05,,,,,,,
501,hepar2,MN,0.002728,,,,,,,
501,hepar2,MW,2.60E-05,,,,,,,
501,hepar2,MF,3.00E-05,,,,,,,
501,hepar2,WMF,2.90E-05,,,,,,,
501,hepar2,PE,4.00E-05,,,,,,,
502,hepar2,MN,0.003136,,,,,,,
502,hepar2,MW,5.60E-05,,,,,,,
502,hepar2,MF,4.10E-05,,,,,,,
502,hepar2,WMF,4.40E-05,,,,,,,
502,hepar2,PE,5.70E-05,,,,,,,
503,hepar2,MN,0.002533,,,,,,,
503,hepar2,MW,3.20E-05,,,,,,,
503,hepar2,MF,3.80E-05,,,,,,,
503,hepar2,WMF,3.80E-05,,,,,,,
503,hepar2,PE,4.10E-05,,,,,,,
504,hepar2,MN,0.00292,,,,,,,
504,hepar2,MW,3.20E-05,,,,,,,
504,hepar2,MF,2.40E-05,,,,,,,
504,hepar2,WMF,4.10E-05,,,,,,,
504,hepar2,PE,4.70E-05,,,,,,,
505,hepar2,MN,0.003109,,,,,,,
505,hepar2,MW,2.30E-05,,,,,,,
505,hepar2,MF,3.60E-05,,,,,,,
505,hepar2,WMF,3.00E-05,,,,,,,
505,hepar2,PE,4.80E-05,,,,,,,
506,hepar2,MN,0.003114,,,,,,,
506,hepar2,MW,7.50E-05,,,,,,,
506,hepar2,MF,3.90E-05,,,,,,,
506,hepar2,WMF,6.10E-05,,,,,,,
506,hepar2,PE,3.90E-05,,,,,,,
507,hepar2,MN,0.002386,,,,,,,
507,hepar2,MW,4.40E-05,,,,,,,
507,hepar2,MF,3.60E-05,,,,,,,
507,hepar2,WMF,3.60E-05,,,,,,,
507,hepar2,PE,3.70E-05,,,,,,,
508,hepar2,MN,0.002483,,,,,,,
508,hepar2,MW,3.50E-05,,,,,,,
508,hepar2,MF,3.30E-05,,,,,,,
508,hepar2,WMF,6.50E-05,,,,,,,
508,hepar2,PE,3.80E-05,,,,,,,
509,hepar2,MN,0.00245,,,,,,,
509,hepar2,MW,4.40E-05,,,,,,,
509,hepar2,MF,3.90E-05,,,,,,,
509,hepar2,WMF,3.40E-05,,,,,,,
509,hepar2,PE,5.50E-05,,,,,,,
510,hepar2,MN,0.002364,,,,,,,
510,hepar2,MW,3.10E-05,,,,,,,
510,hepar2,MF,6.00E-05,,,,,,,
510,hepar2,WMF,5.00E-05,,,,,,,
510,hepar2,PE,5.00E-05,,,,,,,
511,hepar2,MN,0.002341,,,,,,,
511,hepar2,MW,2.90E-05,,,,,,,
511,hepar2,MF,5.90E-05,,,,,,,
511,hepar2,WMF,3.90E-05,,,,,,,
511,hepar2,PE,4.00E-05,,,,,,,
512,hepar2,MN,0.002414,,,,,,,
512,hepar2,MW,2.30E-05,,,,,,,
512,hepar2,MF,3.10E-05,,,,,,,
512,hepar2,WMF,2.60E-05,,,,,,,
512,hepar2,PE,4.80E-05,,,,,,,
513,hepar2,MN,0.002314,,,,,,,
513,hepar2,MW,3.90E-05,,,,,,,
513,hepar2,MF,2.00E-05,,,,,,,
513,hepar2,WMF,3.60E-05,,,,,,,
513,hepar2,PE,3.90E-05,,,,,,,
514,hepar2,MN,0.002336,,,,,,,
514,hepar2,MW,3.20E-05,,,,,,,
514,hepar2,MF,2.50E-05,,,,,,,
514,hepar2,WMF,4.10E-05,,,,,,,
514,hepar2,PE,4.80E-05,,,,,,,
515,hepar2,MN,0.002405,,,,,,,
515,hepar2,MW,2.40E-05,,,,,,,
515,hepar2,MF,1.90E-05,,,,,,,
515,hepar2,WMF,3.20E-05,,,,,,,
515,hepar2,PE,4.80E-05,,,,,,,
516,hepar2,MN,0.002309,,,,,,,
516,hepar2,MW,3.40E-05,,,,,,,
516,hepar2,MF,2.40E-05,,,,,,,
516,hepar2,WMF,2.50E-05,,,,,,,
516,hepar2,PE,4.60E-05,,,,,,,
517,hepar2,MN,0.002291,,,,,,,
517,hepar2,MW,3.10E-05,,,,,,,
517,hepar2,MF,2.10E-05,,,,,,,
517,hepar2,WMF,2.10E-05,,,,,,,
517,hepar2,PE,4.00E-05,,,,,,,
518,hepar2,MN,0.002311,,,,,,,
518,hepar2,MW,3.80E-05,,,,,,,
518,hepar2,MF,4.10E-05,,,,,,,
518,hepar2,WMF,5.20E-05,,,,,,,
518,hepar2,PE,3.80E-05,,,,,,,
519,hepar2,MN,0.00262,,,,,,,
519,hepar2,MW,2.80E-05,,,,,,,
519,hepar2,MF,3.20E-05,,,,,,,
519,hepar2,WMF,3.60E-05,,,,,,,
519,hepar2,PE,5.10E-05,,,,,,,
520,hepar2,MN,0.002358,,,,,,,
520,hepar2,MW,3.50E-05,,,,,,,
520,hepar2,MF,4.20E-05,,,,,,,
520,hepar2,WMF,3.80E-05,,,,,,,
520,hepar2,PE,4.00E-05,,,,,,,
521,hepar2,MN,0.003134,,,,,,,
521,hepar2,MW,6.10E-05,,,,,,,
521,hepar2,MF,4.60E-05,,,,,,,
521,hepar2,WMF,3.90E-05,,,,,,,
521,hepar2,PE,3.90E-05,,,,,,,
522,hepar2,MN,0.002353,,,,,,,
522,hepar2,MW,3.60E-05,,,,,,,
522,hepar2,MF,3.30E-05,,,,,,,
522,hepar2,WMF,2.80E-05,,,,,,,
522,hepar2,PE,4.70E-05,,,,,,,
523,hepar2,MN,0.002277,,,,,,,
523,hepar2,MW,3.60E-05,,,,,,,
523,hepar2,MF,3.90E-05,,,,,,,
523,hepar2,WMF,4.50E-05,,,,,,,
523,hepar2,PE,6.00E-05,,,,,,,
524,hepar2,MN,0.002389,,,,,,,
524,hepar2,MW,3.00E-05,,,,,,,
524,hepar2,MF,3.80E-05,,,,,,,
524,hepar2,WMF,4.00E-05,,,,,,,
524,hepar2,PE,3.90E-05,,,,,,,
525,hepar2,MN,0.002238,,,,,,,
525,hepar2,MW,3.20E-05,,,,,,,
525,hepar2,MF,2.70E-05,,,,,,,
525,hepar2,WMF,2.80E-05,,,,,,,
525,hepar2,PE,4.10E-05,,,,,,,
526,hepar2,MN,0.00276,,,,,,,
526,hepar2,MW,3.00E-05,,,,,,,
526,hepar2,MF,3.50E-05,,,,,,,
526,hepar2,WMF,4.60E-05,,,,,,,
526,hepar2,PE,4.10E-05,,,,,,,
527,hepar2,MN,0.00256,,,,,,,
527,hepar2,MW,4.10E-05,,,,,,,
527,hepar2,MF,3.90E-05,,,,,,,
527,hepar2,WMF,4.60E-05,,,,,,,
527,hepar2,PE,4.10E-05,,,,,,,
528,hepar2,MN,0.003138,,,,,,,
528,hepar2,MW,3.60E-05,,,,,,,
528,hepar2,MF,4.00E-05,,,,,,,
528,hepar2,WMF,3.00E-05,,,,,,,
528,hepar2,PE,3.80E-05,,,,,,,
529,hepar2,MN,0.00237,,,,,,,
529,hepar2,MW,3.80E-05,,,,,,,
529,hepar2,MF,4.90E-05,,,,,,,
529,hepar2,WMF,3.90E-05,,,,,,,
529,hepar2,PE,5.10E-05,,,,,,,
530,hepar2,MN,0.002351,,,,,,,
530,hepar2,MW,3.10E-05,,,,,,,
530,hepar2,MF,2.30E-05,,,,,,,
530,hepar2,WMF,2.50E-05,,,,,,,
530,hepar2,PE,9.80E-05,,,,,,,
531,hepar2,MN,0.00244,,,,,,,
531,hepar2,MW,5.60E-05,,,,,,,
531,hepar2,MF,4.10E-05,,,,,,,
531,hepar2,WMF,4.60E-05,,,,,,,
531,hepar2,PE,8.10E-05,,,,,,,
532,hepar2,MN,0.002498,,,,,,,
532,hepar2,MW,2.10E-05,,,,,,,
532,hepar2,MF,2.10E-05,,,,,,,
532,hepar2,WMF,2.80E-05,,,,,,,
532,hepar2,PE,4.00E-05,,,,,,,
533,hepar2,MN,0.002595,,,,,,,
533,hepar2,MW,3.30E-05,,,,,,,
533,hepar2,MF,3.50E-05,,,,,,,
533,hepar2,WMF,3.10E-05,,,,,,,
533,hepar2,PE,4.00E-05,,,,,,,
534,hepar2,MN,0.002995,,,,,,,
534,hepar2,MW,4.20E-05,,,,,,,
534,hepar2,MF,4.40E-05,,,,,,,
534,hepar2,WMF,4.20E-05,,,,,,,
534,hepar2,PE,4.70E-05,,,,,,,
535,hepar2,MN,0.003068,,,,,,,
535,hepar2,MW,2.90E-05,,,,,,,
535,hepar2,MF,5.80E-05,,,,,,,
535,hepar2,WMF,5.70E-05,,,,,,,
535,hepar2,PE,3.70E-05,,,,,,,
536,hepar2,MN,0.002921,,,,,,,
536,hepar2,MW,2.60E-05,,,,,,,
536,hepar2,MF,4.60E-05,,,,,,,
536,hepar2,WMF,3.90E-05,,,,,,,
536,hepar2,PE,8.20E-05,,,,,,,
537,hepar2,MN,0.00239,,,,,,,
537,hepar2,MW,4.10E-05,,,,,,,
537,hepar2,MF,3.90E-05,,,,,,,
537,hepar2,WMF,5.10E-05,,,,,,,
537,hepar2,PE,4.00E-05,,,,,,,
538,hepar2,MN,0.002426,,,,,,,
538,hepar2,MW,4.70E-05,,,,,,,
538,hepar2,MF,3.60E-05,,,,,,,
538,hepar2,WMF,3.90E-05,,,,,,,
538,hepar2,PE,3.80E-05,,,,,,,
539,hepar2,MN,0.00237,,,,,,,
539,hepar2,MW,3.60E-05,,,,,,,
539,hepar2,MF,2.90E-05,,,,,,,
539,hepar2,WMF,2.10E-05,,,,,,,
539,hepar2,PE,4.10E-05,,,,,,,
540,hepar2,MN,0.002263,,,,,,,
540,hepar2,MW,3.60E-05,,,,,,,
540,hepar2,MF,2.70E-05,,,,,,,
540,hepar2,WMF,2.10E-05,,,,,,,
540,hepar2,PE,4.00E-05,,,,,,,
541,hepar2,MN,0.002435,,,,,,,
541,hepar2,MW,3.30E-05,,,,,,,
541,hepar2,MF,2.30E-05,,,,,,,
541,hepar2,WMF,3.00E-05,,,,,,,
541,hepar2,PE,4.90E-05,,,,,,,
542,hepar2,MN,0.002584,,,,,,,
542,hepar2,MW,3.40E-05,,,,,,,
542,hepar2,MF,2.80E-05,,,,,,,
542,hepar2,WMF,4.10E-05,,,,,,,
542,hepar2,PE,3.90E-05,,,,,,,
543,hepar2,MN,0.002474,,,,,,,
543,hepar2,MW,3.60E-05,,,,,,,
543,hepar2,MF,3.20E-05,,,,,,,
543,hepar2,WMF,2.60E-05,,,,,,,
543,hepar2,PE,5.10E-05,,,,,,,
544,hepar2,MN,0.002539,,,,,,,
544,hepar2,MW,3.20E-05,,,,,,,
544,hepar2,MF,2.50E-05,,,,,,,
544,hepar2,WMF,2.80E-05,,,,,,,
544,hepar2,PE,4.60E-05,,,,,,,
545,hepar2,MN,0.003178,,,,,,,
545,hepar2,MW,2.50E-05,,,,,,,
545,hepar2,MF,2.40E-05,,,,,,,
545,hepar2,WMF,3.90E-05,,,,,,,
545,hepar2,PE,5.70E-05,,,,,,,
546,hepar2,MN,0.002331,,,,,,,
546,hepar2,MW,4.50E-05,,,,,,,
546,hepar2,MF,2.50E-05,,,,,,,
546,hepar2,WMF,2.50E-05,,,,,,,
546,hepar2,PE,3.70E-05,,,,,,,
547,hepar2,MN,0.002703,,,,,,,
547,hepar2,MW,3.60E-05,,,,,,,
547,hepar2,MF,3.60E-05,,,,,,,
547,hepar2,WMF,3.50E-05,,,,,,,
547,hepar2,PE,3.90E-05,,,,,,,
548,hepar2,MN,0.002345,,,,,,,
548,hepar2,MW,4.00E-05,,,,,,,
548,hepar2,MF,3.20E-05,,,,,,,
548,hepar2,WMF,2.50E-05,,,,,,,
548,hepar2,PE,3.90E-05,,,,,,,
549,hepar2,MN,0.002413,,,,,,,
549,hepar2,MW,4.30E-05,,,,,,,
549,hepar2,MF,2.50E-05,,,,,,,
549,hepar2,WMF,2.00E-05,,,,,,,
549,hepar2,PE,4.00E-05,,,,,,,
550,hepar2,MN,0.002299,,,,,,,
550,hepar2,MW,2.50E-05,,,,,,,
550,hepar2,MF,6.20E-05,,,,,,,
550,hepar2,WMF,5.20E-05,,,,,,,
550,hepar2,PE,3.90E-05,,,,,,,
551,hepar2,MN,0.002313,,,,,,,
551,hepar2,MW,2.20E-05,,,,,,,
551,hepar2,MF,4.80E-05,,,,,,,
551,hepar2,WMF,4.50E-05,,,,,,,
551,hepar2,PE,4.10E-05,,,,,,,
552,hepar2,MN,0.002523,,,,,,,
552,hepar2,MW,4.30E-05,,,,,,,
552,hepar2,MF,2.40E-05,,,,,,,
552,hepar2,WMF,3.10E-05,,,,,,,
552,hepar2,PE,4.10E-05,,,,,,,
553,hepar2,MN,0.002383,,,,,,,
553,hepar2,MW,3.10E-05,,,,,,,
553,hepar2,MF,3.10E-05,,,,,,,
553,hepar2,WMF,2.60E-05,,,,,,,
553,hepar2,PE,4.30E-05,,,,,,,
554,hepar2,MN,0.002438,,,,,,,
554,hepar2,MW,3.80E-05,,,,,,,
554,hepar2,MF,3.90E-05,,,,,,,
554,hepar2,WMF,6.10E-05,,,,,,,
554,hepar2,PE,4.00E-05,,,,,,,
555,hepar2,MN,0.00249,,,,,,,
555,hepar2,MW,3.70E-05,,,,,,,
555,hepar2,MF,2.90E-05,,,,,,,
555,hepar2,WMF,3.50E-05,,,,,,,
555,hepar2,PE,4.70E-05,,,,,,,
556,hepar2,MN,0.002433,,,,,,,
556,hepar2,MW,2.70E-05,,,,,,,
556,hepar2,MF,2.90E-05,,,,,,,
556,hepar2,WMF,2.40E-05,,,,,,,
556,hepar2,PE,3.70E-05,,,,,,,
557,hepar2,MN,0.002369,,,,,,,
557,hepar2,MW,2.20E-05,,,,,,,
557,hepar2,MF,2.30E-05,,,,,,,
557,hepar2,WMF,2.80E-05,,,,,,,
557,hepar2,PE,4.00E-05,,,,,,,
558,hepar2,MN,0.002341,,,,,,,
558,hepar2,MW,2.30E-05,,,,,,,
558,hepar2,MF,2.90E-05,,,,,,,
558,hepar2,WMF,3.20E-05,,,,,,,
558,hepar2,PE,4.00E-05,,,,,,,
559,hepar2,MN,0.002352,,,,,,,
559,hepar2,MW,3.80E-05,,,,,,,
559,hepar2,MF,2.50E-05,,,,,,,
559,hepar2,WMF,3.40E-05,,,,,,,
559,hepar2,PE,4.50E-05,,,,,,,
560,hepar2,MN,0.002475,,,,,,,
560,hepar2,MW,3.10E-05,,,,,,,
560,hepar2,MF,2.90E-05,,,,,,,
560,hepar2,WMF,2.30E-05,,,,,,,
560,hepar2,PE,3.70E-05,,,,,,,
561,hepar2,MN,0.002799,,,,,,,
561,hepar2,MW,3.10E-05,,,,,,,
561,hepar2,MF,2.50E-05,,,,,,,
561,hepar2,WMF,2.70E-05,,,,,,,
561,hepar2,PE,3.80E-05,,,,,,,
562,hepar2,MN,0.00244,,,,,,,
562,hepar2,MW,3.40E-05,,,,,,,
562,hepar2,MF,3.70E-05,,,,,,,
562,hepar2,WMF,3.30E-05,,,,,,,
562,hepar2,PE,3.90E-05,,,,,,,
563,hepar2,MN,0.00228,,,,,,,
563,hepar2,MW,2.80E-05,,,,,,,
563,hepar2,MF,3.90E-05,,,,,,,
563,hepar2,WMF,3.70E-05,,,,,,,
563,hepar2,PE,3.70E-05,,,,,,,
564,hepar2,MN,0.002452,,,,,,,
564,hepar2,MW,2.40E-05,,,,,,,
564,hepar2,MF,2.10E-05,,,,,,,
564,hepar2,WMF,4.60E-05,,,,,,,
564,hepar2,PE,4.10E-05,,,,,,,
565,hepar2,MN,0.002316,,,,,,,
565,hepar2,MW,4.30E-05,,,,,,,
565,hepar2,MF,4.80E-05,,,,,,,
565,hepar2,WMF,3.00E-05,,,,,,,
565,hepar2,PE,5.00E-05,,,,,,,
566,hepar2,MN,0.002285,,,,,,,
566,hepar2,MW,3.10E-05,,,,,,,
566,hepar2,MF,2.80E-05,,,,,,,
566,hepar2,WMF,2.70E-05,,,,,,,
566,hepar2,PE,3.90E-05,,,,,,,
567,hepar2,MN,0.002349,,,,,,,
567,hepar2,MW,3.10E-05,,,,,,,
567,hepar2,MF,4.40E-05,,,,,,,
567,hepar2,WMF,2.50E-05,,,,,,,
567,hepar2,PE,4.00E-05,,,,,,,
568,hepar2,MN,0.002348,,,,,,,
568,hepar2,MW,2.60E-05,,,,,,,
568,hepar2,MF,2.50E-05,,,,,,,
568,hepar2,WMF,2.50E-05,,,,,,,
568,hepar2,PE,4.00E-05,,,,,,,
569,hepar2,MN,0.002452,,,,,,,
569,hepar2,MW,3.60E-05,,,,,,,
569,hepar2,MF,4.00E-05,,,,,,,
569,hepar2,WMF,3.70E-05,,,,,,,
569,hepar2,PE,3.80E-05,,,,,,,
570,hepar2,MN,0.002411,,,,,,,
570,hepar2,MW,4.30E-05,,,,,,,
570,hepar2,MF,4.40E-05,,,,,,,
570,hepar2,WMF,3.40E-05,,,,,,,
570,hepar2,PE,5.00E-05,,,,,,,
571,hepar2,MN,0.002332,,,,,,,
571,hepar2,MW,3.30E-05,,,,,,,
571,hepar2,MF,2.50E-05,,,,,,,
571,hepar2,WMF,2.50E-05,,,,,,,
571,hepar2,PE,4.00E-05,,,,,,,
572,hepar2,MN,0.002393,,,,,,,
572,hepar2,MW,2.90E-05,,,,,,,
572,hepar2,MF,2.40E-05,,,,,,,
572,hepar2,WMF,3.20E-05,,,,,,,
572,hepar2,PE,4.80E-05,,,,,,,
573,hepar2,MN,0.002301,,,,,,,
573,hepar2,MW,2.90E-05,,,,,,,
573,hepar2,MF,2.90E-05,,,,,,,
573,hepar2,WMF,3.80E-05,,,,,,,
573,hepar2,PE,3.90E-05,,,,,,,
574,hepar2,MN,0.002307,,,,,,,
574,hepar2,MW,2.40E-05,,,,,,,
574,hepar2,MF,2.20E-05,,,,,,,
574,hepar2,WMF,2.90E-05,,,,,,,
574,hepar2,PE,3.80E-05,,,,,,,
575,hepar2,MN,0.002531,,,,,,,
575,hepar2,MW,3.20E-05,,,,,,,
575,hepar2,MF,2.30E-05,,,,,,,
575,hepar2,WMF,2.60E-05,,,,,,,
575,hepar2,PE,4.50E-05,,,,,,,
576,hepar2,MN,0.002278,,,,,,,
576,hepar2,MW,3.30E-05,,,,,,,
576,hepar2,MF,2.20E-05,,,,,,,
576,hepar2,WMF,3.10E-05,,,,,,,
576,hepar2,PE,4.80E-05,,,,,,,
577,hepar2,MN,0.002613,,,,,,,
577,hepar2,MW,2.60E-05,,,,,,,
577,hepar2,MF,2.10E-05,,,,,,,
577,hepar2,WMF,4.50E-05,,,,,,,
577,hepar2,PE,4.70E-05,,,,,,,
578,hepar2,MN,0.002558,,,,,,,
578,hepar2,MW,2.20E-05,,,,,,,
578,hepar2,MF,2.20E-05,,,,,,,
578,hepar2,WMF,3.00E-05,,,,,,,
578,hepar2,PE,3.90E-05,,,,,,,
579,hepar2,MN,0.002356,,,,,,,
579,hepar2,MW,3.00E-05,,,,,,,
579,hepar2,MF,2.70E-05,,,,,,,
579,hepar2,WMF,2.10E-05,,,,,,,
579,hepar2,PE,4.70E-05,,,,,,,
580,hepar2,MN,0.002262,,,,,,,
580,hepar2,MW,2.10E-05,,,,,,,
580,hepar2,MF,2.90E-05,,,,,,,
580,hepar2,WMF,6.10E-05,,,,,,,
580,hepar2,PE,4.00E-05,,,,,,,
581,hepar2,MN,0.002383,,,,,,,
581,hepar2,MW,2.10E-05,,,,,,,
581,hepar2,MF,2.20E-05,,,,,,,
581,hepar2,WMF,2.00E-05,,,,,,,
581,hepar2,PE,3.90E-05,,,,,,,
582,hepar2,MN,0.002283,,,,,,,
582,hepar2,MW,2.30E-05,,,,,,,
582,hepar2,MF,3.90E-05,,,,,,,
582,hepar2,WMF,5.60E-05,,,,,,,
582,hepar2,PE,4.60E-05,,,,,,,
583,hepar2,MN,0.00312,,,,,,,
583,hepar2,MW,2.50E-05,,,,,,,
583,hepar2,MF,2.90E-05,,,,,,,
583,hepar2,WMF,2.10E-05,,,,,,,
583,hepar2,PE,4.70E-05,,,,,,,
584,hepar2,MN,0.002356,,,,,,,
584,hepar2,MW,3.20E-05,,,,,,,
584,hepar2,MF,2.20E-05,,,,,,,
584,hepar2,WMF,2.40E-05,,,,,,,
584,hepar2,PE,4.10E-05,,,,,,,
585,hepar2,MN,0.002349,,,,,,,
585,hepar2,MW,3.90E-05,,,,,,,
