run,bn,heuristic,time
137,hepar2,WMF,2.1e-05
137,hepar2,PE,2.8e-05
138,hepar2,MN,0.003909
138,hepar2,MW,3e-05
138,hepar2,MF,3.7e-05
138,hepar2,WMF,3.2e-05
138,hepar2,PE,2.1e-05
139,hepar2,MN,0.0024
139,hepar2,MW,2.4e-05
139,hepar2,MF,4.3e-05
139,hepar2,WMF,4.2e-05
139,hepar2,PE,2e-05
140,hepar2,MN,0.002316
140,hepar2,MW,2.2e-05
140,hepar2,MF,2.9e-05
140,hepar2,WMF,3.9e-05
140,hepar2,PE,2.1e-05
141,hepar2,MN,0.002557
141,hepar2,MW,3e-05
141,hepar2,MF,2.4e-05
141,hepar2,WMF,3.9e-05
141,hepar2,PE,4.6e-05
142,hepar2,MN,0.002379
142,hepar2,MW,3.6e-05
142,hepar2,MF,6e-05
142,hepar2,WMF,4.1e-05
142,hepar2,PE,2.1e-05
143,hepar2,MN,0.002379
143,hepar2,MW,2.9e-05
143,hepar2,MF,2.9e-05
143,hepar2,WMF,4e-05
143,hepar2,PE,5.4e-05
144,hepar2,MN,0.002673
144,hepar2,MW,3.4e-05
144,hepar2,MF,3.3e-05
144,hepar2,WMF,3e-05
144,hepar2,PE,2e-05
145,hepar2,MN,0.002373
145,hepar2,MW,5.6e-05
145,hepar2,MF,4.7e-05
145,hepar2,WMF,2.9e-05
145,hepar2,PE,2.4e-05
146,hepar2,MN,0.002352
146,hepar2,MW,3e-05
146,hepar2,MF,3.5e-05
146,hepar2,WMF,2.5e-05
146,hepar2,PE,4.3e-05
147,hepar2,MN,0.003331
147,hepar2,MW,3.2e-05
147,hepar2,MF,2.1e-05
147,hepar2,WMF,3.1e-05
147,hepar2,PE,2.1e-05
148,hepar2,MN,0.002374
148,hepar2,MW,2.9e-05
148,hepar2,MF,1.9e-05
148,hepar2,WMF,4.1e-05
148,hepar2,PE,4e-05
149,hepar2,MN,0.00262
149,hepar2,MW,3e-05
149,hepar2,MF,3e-05
149,hepar2,WMF,3.5e-05
149,hepar2,PE,3.5e-05
150,hepar2,MN,0.003547
150,hepar2,MW,3.3e-05
150,hepar2,MF,3.3e-05
150,hepar2,WMF,3.6e-05
150,hepar2,PE,3.4e-05
151,hepar2,MN,0.002704
151,hepar2,MW,3.4e-05
151,hepar2,MF,6.1e-05
151,hepar2,WMF,4.8e-05
151,hepar2,PE,2.6e-05
152,hepar2,MN,0.002602
152,hepar2,MW,2.9e-05
152,hepar2,MF,2.9e-05
152,hepar2,WMF,3.2e-05
152,hepar2,PE,1.9e-05
153,hepar2,MN,0.002768
153,hepar2,MW,3.7e-05
153,hepar2,MF,2.4e-05
153,hepar2,WMF,4.4e-05
153,hepar2,PE,2.1e-05
154,hepar2,MN,0.002381
154,hepar2,MW,3.1e-05
154,hepar2,MF,2.2e-05
154,hepar2,WMF,6.2e-05
154,hepar2,PE,3.7e-05
155,hepar2,MN,0.00236
155,hepar2,MW,3e-05
155,hepar2,MF,1.9e-05
155,hepar2,WMF,2.9e-05
155,hepar2,PE,2.1e-05
156,hepar2,MN,0.002298
156,hepar2,MW,5.2e-05
156,hepar2,MF,4.9e-05
156,hepar2,WMF,4.8e-05
156,hepar2,PE,2.9e-05
157,hepar2,MN,0.002412
157,hepar2,MW,3e-05
157,hepar2,MF,4.3e-05
157,hepar2,WMF,3.8e-05
157,hepar2,PE,6.4e-05
158,hepar2,MN,0.002429
158,hepar2,MW,3.8e-05
158,hepar2,MF,4e-05
158,hepar2,WMF,4.1e-05
158,hepar2,PE,4e-05
159,hepar2,MN,0.002388
159,hepar2,MW,4e-05
159,hepar2,MF,3.7e-05
159,hepar2,WMF,4.2e-05
159,hepar2,PE,3.7e-05
160,hepar2,MN,0.002452
160,hepar2,MW,5e-05
160,hepar2,MF,3.1e-05
160,hepar2,WMF,3.1e-05
160,hepar2,PE,2.5e-05
161,hepar2,MN,0.003413
161,hepar2,MW,3.1e-05
161,hepar2,MF,2e-05
161,hepar2,WMF,2.9e-05
161,hepar2,PE,2e-05
162,hepar2,MN,0.002437
162,hepar2,MW,3.2e-05
162,hepar2,MF,2.1e-05
162,hepar2,WMF,3.8e-05
162,hepar2,PE,3.9e-05
163,hepar2,MN,0.002306
163,hepar2,MW,3.4e-05
163,hepar2,MF,2.5e-05
163,hepar2,WMF,2e-05
163,hepar2,PE,2.2e-05
164,hepar2,MN,0.003442
164,hepar2,MW,3.1e-05
164,hepar2,MF,2.9e-05
164,hepar2,WMF,3e-05
164,hepar2,PE,2e-05
165,hepar2,MN,0.003473
165,hepar2,MW,3.6e-05
165,hepar2,MF,3.1e-05
165,hepar2,WMF,7.2e-05
165,hepar2,PE,4e-05
166,hepar2,MN,0.002495
166,hepar2,MW,3.4e-05
166,hepar2,MF,3.2e-05
166,hepar2,WMF,2.1e-05
166,hepar2,PE,2.4e-05
167,hepar2,MN,0.003371
167,hepar2,MW,3e-05
167,hepar2,MF,2.2e-05
167,hepar2,WMF,2.9e-05
167,hepar2,PE,2.1e-05
168,hepar2,MN,0.00238
168,hepar2,MW,4.4e-05
168,hepar2,MF,2.9e-05
168,hepar2,WMF,4.2e-05
168,hepar2,PE,4e-05
169,hepar2,MN,0.002325
