run,bn,heuristic,time
76,mildew,WMF,2.8e-05
76,mildew,PE,2.7e-05
77,mildew,MN,0.03901
77,mildew,MW,3.8e-05
77,mildew,MF,2.9e-05
77,mildew,WMF,2.2e-05
77,mildew,PE,2e-05
78,mildew,MN,3.70401
78,mildew,MW,1.6e-05
78,mildew,MF,1.3e-05
78,mildew,WMF,1.4e-05
78,mildew,PE,1.4e-05
79,mildew,MN,0.170467
79,mildew,MW,2.6e-05
79,mildew,MF,2e-05
79,mildew,WMF,1.9e-05
79,mildew,PE,1.9e-05
80,mildew,MN,0.140743
80,mildew,MW,1.6e-05
80,mildew,MF,1.3e-05
80,mildew,WMF,1.4e-05
80,mildew,PE,1.4e-05
81,mildew,MN,4.21657
81,mildew,MW,2.3e-05
81,mildew,MF,2e-05
81,mildew,WMF,1.9e-05
81,mildew,PE,2e-05
82,mildew,MN,0.058369
82,mildew,MW,1.6e-05
82,mildew,MF,2.1e-05
82,mildew,WMF,1.4e-05
82,mildew,PE,1.3e-05
83,mildew,MN,0.063402
83,mildew,MW,2.6e-05
83,mildew,MF,1.3e-05
83,mildew,WMF,1.2e-05
83,mildew,PE,1.4e-05
84,mildew,MN,0.068636
84,mildew,MW,1.7e-05
84,mildew,MF,2.3e-05
84,mildew,WMF,1.3e-05
84,mildew,PE,1.3e-05
85,mildew,MN,0.059307
85,mildew,MW,1.8e-05
85,mildew,MF,1.4e-05
85,mildew,WMF,1.3e-05
85,mildew,PE,1.3e-05
86,mildew,MN,0.067098
86,mildew,MW,1.6e-05
86,mildew,MF,1.3e-05
86,mildew,WMF,1.4e-05
86,mildew,PE,2.5e-05
87,mildew,MN,0.064103
87,mildew,MW,1.8e-05
87,mildew,MF,2.2e-05
87,mildew,WMF,1.3e-05
87,mildew,PE,1.3e-05
88,mildew,MN,0.059445
88,mildew,MW,1.8e-05
88,mildew,MF,1.3e-05
88,mildew,WMF,1.4e-05
88,mildew,PE,1.2e-05
89,mildew,MN,0.065629
89,mildew,MW,2.7e-05
89,mildew,MF,2.2e-05
89,mildew,WMF,1.5e-05
89,mildew,PE,5.5e-05
90,mildew,MN,0.077704
90,mildew,MW,1.7e-05
90,mildew,MF,1.4e-05
90,mildew,WMF,1.4e-05
90,mildew,PE,1.2e-05
91,mildew,MN,0.078487
91,mildew,MW,1.6e-05
91,mildew,MF,1.4e-05
91,mildew,WMF,1.4e-05
91,mildew,PE,1.4e-05
92,mildew,MN,0.06072
92,mildew,MW,2.7e-05
92,mildew,MF,1.2e-05
92,mildew,WMF,1.3e-05
92,mildew,PE,1.3e-05
93,mildew,MN,0.063815
93,mildew,MW,2.3e-05
93,mildew,MF,1.7e-05
93,mildew,WMF,1.8e-05
93,mildew,PE,1.9e-05
