run,bn,heuristic,time
128,asia,MN,0.000296
128,asia,MW,1e-05
128,asia,MF,9e-06
128,asia,WMF,8e-06
128,asia,PE,7e-06
129,asia,MN,0.000267
129,asia,MW,1.1e-05
129,asia,MF,1.4e-05
129,asia,WMF,9e-06
129,asia,PE,6e-06
130,asia,MN,0.000268
130,asia,MW,8e-06
130,asia,MF,7e-06
130,asia,WMF,6e-06
130,asia,PE,7e-06
131,asia,MN,0.000256
131,asia,MW,7e-06
131,asia,MF,7e-06
131,asia,WMF,7e-06
131,asia,PE,9e-06
132,asia,MN,0.000255
132,asia,MW,8e-06
132,asia,MF,7e-06
132,asia,WMF,7e-06
132,asia,PE,7e-06
133,asia,MN,0.000252
133,asia,MW,8e-06
133,asia,MF,8e-06
133,asia,WMF,7e-06
133,asia,PE,6e-06
134,asia,MN,0.000246
134,asia,MW,6e-06
134,asia,MF,7e-06
134,asia,WMF,7e-06
134,asia,PE,7e-06
135,asia,MN,0.000247
135,asia,MW,8e-06
135,asia,MF,6e-06
135,asia,WMF,6e-06
135,asia,PE,7e-06
136,asia,MN,0.000247
136,asia,MW,7e-06
136,asia,MF,6e-06
136,asia,WMF,7e-06
136,asia,PE,7e-06
137,asia,MN,0.000248
137,asia,MW,6e-06
137,asia,MF,7e-06
137,asia,WMF,6e-06
137,asia,PE,7e-06
138,asia,MN,0.000242
138,asia,MW,7e-06
138,asia,MF,7e-06
138,asia,WMF,7e-06
138,asia,PE,6e-06
139,asia,MN,0.000246
139,asia,MW,7e-06
139,asia,MF,8e-06
139,asia,WMF,7e-06
139,asia,PE,6e-06
140,asia,MN,0.000261
140,asia,MW,7e-06
140,asia,MF,6e-06
140,asia,WMF,7e-06
140,asia,PE,6e-06
141,asia,MN,0.000254
141,asia,MW,6e-06
141,asia,MF,6e-06
141,asia,WMF,7e-06
141,asia,PE,6e-06
142,asia,MN,0.000247
142,asia,MW,7e-06
142,asia,MF,7e-06
142,asia,WMF,7e-06
142,asia,PE,7e-06
143,asia,MN,0.000251
143,asia,MW,7e-06
143,asia,MF,7e-06
143,asia,WMF,6e-06
143,asia,PE,6e-06
144,asia,MN,0.000248
144,asia,MW,7e-06
144,asia,MF,7e-06
144,asia,WMF,7e-06
144,asia,PE,6e-06
145,asia,MN,0.00025
145,asia,MW,7e-06
145,asia,MF,7e-06
145,asia,WMF,6e-06
145,asia,PE,6e-06
146,asia,MN,0.000248
146,asia,MW,7e-06
146,asia,MF,8e-06
146,asia,WMF,7e-06
146,asia,PE,7e-06
147,asia,MN,0.00025
147,asia,MW,7e-06
147,asia,MF,6e-06
147,asia,WMF,7e-06
147,asia,PE,7e-06
148,asia,MN,0.000246
148,asia,MW,8e-06
148,asia,MF,7e-06
148,asia,WMF,8e-06
148,asia,PE,6e-06
149,asia,MN,0.000249
149,asia,MW,6e-06
149,asia,MF,6e-06
149,asia,WMF,6e-06
149,asia,PE,7e-06
150,asia,MN,0.000247
150,asia,MW,8e-06
150,asia,MF,7e-06
150,asia,WMF,7e-06
150,asia,PE,6e-06
151,asia,MN,0.00025
151,asia,MW,7e-06
151,asia,MF,7e-06
151,asia,WMF,7e-06
151,asia,PE,6e-06
152,asia,MN,0.000258
152,asia,MW,7e-06
152,asia,MF,6e-06
152,asia,WMF,6e-06
152,asia,PE,6e-06
153,asia,MN,0.000255
153,asia,MW,9e-06
153,asia,MF,2e-05
153,asia,WMF,7e-06
153,asia,PE,7e-06
154,asia,MN,0.000301
154,asia,MW,7e-06
154,asia,MF,8e-06
154,asia,WMF,7e-06
154,asia,PE,6e-06
155,asia,MN,0.00027
155,asia,MW,8e-06
155,asia,MF,7e-06
155,asia,WMF,7e-06
155,asia,PE,7e-06
156,asia,MN,0.000283
156,asia,MW,9e-06
156,asia,MF,7e-06
156,asia,WMF,8e-06
156,asia,PE,6e-06
157,asia,MN,0.000269
157,asia,MW,1.2e-05
157,asia,MF,1e-05
157,asia,WMF,7e-06
157,asia,PE,7e-06
158,asia,MN,0.000282
158,asia,MW,8e-06
158,asia,MF,6e-06
158,asia,WMF,8e-06
158,asia,PE,7e-06
159,asia,MN,0.000261
159,asia,MW,1.1e-05
159,asia,MF,1.7e-05
159,asia,WMF,8e-06
159,asia,PE,6e-06
160,asia,MN,0.000248
160,asia,MW,7e-06
160,asia,MF,7e-06
160,asia,WMF,6e-06
160,asia,PE,7e-06
161,asia,MN,0.000288
161,asia,MW,8e-06
161,asia,MF,6e-06
161,asia,WMF,7e-06
161,asia,PE,6e-06
162,asia,MN,0.000274
162,asia,MW,7e-06
162,asia,MF,6e-06
162,asia,WMF,6e-06
162,asia,PE,7e-06
163,asia,MN,0.000248
163,asia,MW,8e-06
163,asia,MF,7e-06
163,asia,WMF,7e-06
163,asia,PE,6e-06
164,asia,MN,0.000244
164,asia,MW,6e-06
164,asia,MF,6e-06
164,asia,WMF,7e-06
164,asia,PE,6e-06
165,asia,MN,0.000244
165,asia,MW,7e-06
165,asia,MF,6e-06
165,asia,WMF,6e-06
165,asia,PE,7e-06
166,asia,MN,0.000242
166,asia,MW,7e-06
166,asia,MF,7e-06
166,asia,WMF,7e-06
166,asia,PE,6e-06
167,asia,MN,0.000246
167,asia,MW,8e-06
167,asia,MF,7e-06
167,asia,WMF,7e-06
167,asia,PE,7e-06
168,asia,MN,0.000326
168,asia,MW,9e-06
168,asia,MF,9e-06
168,asia,WMF,1.2e-05
168,asia,PE,9e-06
169,asia,MN,0.000334
169,asia,MW,7e-06
169,asia,MF,7e-06
169,asia,WMF,8e-06
169,asia,PE,8e-06
170,asia,MN,0.000286
170,asia,MW,1.7e-05
170,asia,MF,8e-06
170,asia,WMF,7e-06
170,asia,PE,7e-06
171,asia,MN,0.000286
171,asia,MW,8e-06
171,asia,MF,7e-06
171,asia,WMF,6e-06
171,asia,PE,1.7e-05
172,asia,MN,0.000277
172,asia,MW,8e-06
172,asia,MF,8e-06
172,asia,WMF,7e-06
172,asia,PE,8e-06
173,asia,MN,0.000301
173,asia,MW,7e-06
173,asia,MF,8e-06
173,asia,WMF,6e-06
173,asia,PE,6e-06
174,asia,MN,0.000251
174,asia,MW,7e-06
174,asia,MF,6e-06
174,asia,WMF,6e-06
174,asia,PE,6e-06
175,asia,MN,0.000247
175,asia,MW,7e-06
175,asia,MF,7e-06
175,asia,WMF,6e-06
175,asia,PE,6e-06
176,asia,MN,0.000276
176,asia,MW,8e-06
176,asia,MF,7e-06
176,asia,WMF,6e-06
176,asia,PE,6e-06
177,asia,MN,0.000246
177,asia,MW,7e-06
177,asia,MF,7e-06
177,asia,WMF,7e-06
177,asia,PE,6e-06
178,asia,MN,0.000255
178,asia,MW,8e-06
178,asia,MF,7e-06
178,asia,WMF,8e-06
178,asia,PE,6e-06
179,asia,MN,0.000249
179,asia,MW,6e-06
179,asia,MF,6e-06
179,asia,WMF,6e-06
179,asia,PE,6e-06
180,asia,MN,0.000249
180,asia,MW,7e-06
180,asia,MF,7e-06
180,asia,WMF,6e-06
180,asia,PE,7e-06
181,asia,MN,0.000247
181,asia,MW,6e-06
181,asia,MF,6e-06
181,asia,WMF,7e-06
181,asia,PE,6e-06
182,asia,MN,0.000251
182,asia,MW,8e-06
182,asia,MF,8e-06
182,asia,WMF,7e-06
182,asia,PE,7e-06
183,asia,MN,0.000248
183,asia,MW,8e-06
183,asia,MF,7e-06
183,asia,WMF,7e-06
183,asia,PE,7e-06
184,asia,MN,0.000255
184,asia,MW,6e-06
184,asia,MF,6e-06
184,asia,WMF,6e-06
184,asia,PE,7e-06
185,asia,MN,0.000249
185,asia,MW,7e-06
185,asia,MF,6e-06
185,asia,WMF,6e-06
185,asia,PE,8e-06
186,asia,MN,0.000251
186,asia,MW,7e-06
186,asia,MF,7e-06
186,asia,WMF,7e-06
186,asia,PE,6e-06
187,asia,MN,0.000247
187,asia,MW,7e-06
187,asia,MF,6e-06
187,asia,WMF,6e-06
187,asia,PE,6e-06
188,asia,MN,0.000251
188,asia,MW,8e-06
188,asia,MF,6e-06
188,asia,WMF,7e-06
188,asia,PE,2.2e-05
189,asia,MN,0.000316
189,asia,MW,8e-06
189,asia,MF,8e-06
189,asia,WMF,8e-06
189,asia,PE,6e-06
190,asia,MN,0.000248
190,asia,MW,8e-06
190,asia,MF,7e-06
190,asia,WMF,6e-06
190,asia,PE,8e-06
191,asia,MN,0.000249
191,asia,MW,8e-06
191,asia,MF,6e-06
191,asia,WMF,7e-06
191,asia,PE,6e-06
192,asia,MN,0.000244
192,asia,MW,6e-06
192,asia,MF,6e-06
192,asia,WMF,6e-06
192,asia,PE,7e-06
193,asia,MN,0.000247
193,asia,MW,8e-06
193,asia,MF,7e-06
193,asia,WMF,7e-06
193,asia,PE,6e-06
194,asia,MN,0.000242
194,asia,MW,8e-06
194,asia,MF,7e-06
194,asia,WMF,6e-06
194,asia,PE,7e-06
195,asia,MN,0.000245
195,asia,MW,7e-06
195,asia,MF,6e-06
195,asia,WMF,7e-06
195,asia,PE,6e-06
196,asia,MN,0.000243
196,asia,MW,8e-06
196,asia,MF,6e-06
196,asia,WMF,6e-06
196,asia,PE,6e-06
197,asia,MN,0.000246
197,asia,MW,7e-06
197,asia,MF,7e-06
197,asia,WMF,7e-06
197,asia,PE,6e-06
198,asia,MN,0.000241
198,asia,MW,7e-06
198,asia,MF,6e-06
198,asia,WMF,7e-06
198,asia,PE,7e-06
199,asia,MN,0.000244
199,asia,MW,8e-06
199,asia,MF,7e-06
199,asia,WMF,7e-06
199,asia,PE,6e-06
200,asia,MN,0.000241
200,asia,MW,6e-06
200,asia,MF,8e-06
200,asia,WMF,7e-06
200,asia,PE,6e-06
201,asia,MN,0.000244
201,asia,MW,7e-06
201,asia,MF,6e-06
201,asia,WMF,7e-06
201,asia,PE,7e-06
202,asia,MN,0.00024
202,asia,MW,7e-06
202,asia,MF,7e-06
202,asia,WMF,7e-06
202,asia,PE,7e-06
203,asia,MN,0.000244
203,asia,MW,7e-06
203,asia,MF,6e-06
203,asia,WMF,6e-06
203,asia,PE,6e-06
204,asia,MN,0.000242
204,asia,MW,8e-06
204,asia,MF,7e-06
204,asia,WMF,7e-06
204,asia,PE,6e-06
205,asia,MN,0.000247
205,asia,MW,7e-06
205,asia,MF,2e-05
205,asia,WMF,4.6e-05
205,asia,PE,1e-05
206,asia,MN,0.000475
206,asia,MW,2.1e-05
206,asia,MF,1.2e-05
206,asia,WMF,8e-06
206,asia,PE,1.2e-05
207,asia,MN,0.000283
207,asia,MW,1.4e-05
207,asia,MF,1.7e-05
207,asia,WMF,4.5e-05
207,asia,PE,1.3e-05
208,asia,MN,0.000347
208,asia,MW,9e-06
208,asia,MF,1.3e-05
